Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
364,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
365,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
366,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
367,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
368,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
369,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
370,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
371,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
372,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
373,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
374,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
375,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
376,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
377,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
378,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
379,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
380,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
381,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
382,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
383,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
384,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
385,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
386,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
387,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
388,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
389,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
390,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
391,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
392,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
393,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
394,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
395,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
396,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
397,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
398,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
399,1,2,264,0,ACCELERATING,false,0,5,2,0,3,,,1,3,21
